Transaction_ID,Transaction_Date,Transaction_Time,Customer_ID,Amount,Payment_Method,Transaction_Type,Location,Device_Type,Merchant_Category,Customer_Age,Transaction_Status,Fraud_Flag
TXN100446,2026-03-22,11:45,CUST1042,468.02,UPI,Money Transfer,Delhi,Mobile,Food,29,Failed,0
TXN100447,2026-03-22,20:03,CUST1013,32.84,Net Banking,Online Purchase,Chennai,Mobile,Grocery,53,Successful,0
TXN100448,2026-03-22,00:25,CUST1154,287.59,UPI,Money Transfer,Coimbatore,Mobile,Fashion,38,Under Review,1
TXN100449,2026-03-22,00:57,CUST1018,335.48,Net Banking,Bill Payment,Hyderabad,Tablet,Food,64,Under Review,1
TXN100450,2026-03-22,14:28,CUST1042,145.5,Net Banking,Money Transfer,Delhi,Mobile,Food,23,Successful,0
TXN100451,2026-03-23,01:44,CUST1051,258.12,Net Banking,Online Purchase,Chennai,Mobile,Grocery,65,Successful,0
TXN100452,2026-03-23,21:33,CUST1113,137.4,Debit Card,Subscription,Delhi,Desktop,Grocery,20,Successful,0
TXN100453,2026-03-23,15:22,CUST1144,261.25,UPI,Online Purchase,Bengaluru,Tablet,Electronics,27,Successful,0
TXN100454,2026-03-23,07:36,CUST1101,489.27,UPI,Bill Payment,Kochi,Mobile,Entertainment,22,Successful,0
TXN100455,2026-03-23,12:10,CUST1003,82.09,Credit Card,Online Purchase,Bengaluru,Desktop,Entertainment,63,Successful,0
TXN100456,2026-03-23,20:05,CUST1079,355.66,UPI,Online Purchase,Mumbai,Mobile,Fashion,43,Successful,0
TXN100457,2026-03-24,00:17,CUST1098,984.76,Debit Card,Bill Payment,Coimbatore,Mobile,Entertainment,38,Successful,0
TXN100458,2026-03-24,15:20,CUST1173,236.17,UPI,Online Purchase,Bengaluru,Mobile,Electronics,62,Successful,0
TXN100459,2026-03-24,06:41,CUST1150,109.61,Wallet,ATM,Pune,Mobile,Utilities,43,Successful,0
TXN100460,2026-03-24,04:35,CUST1023,1742.77,Debit Card,Online Purchase,Delhi,Mobile,Food,55,Successful,0
TXN100461,2026-03-24,21:40,CUST1059,198.09,Net Banking,Bill Payment,Coimbatore,Mobile,Grocery,61,Successful,0
TXN100462,2026-03-25,22:37,CUST1190,228.5,UPI,Online Purchase,Kochi,Mobile,Food,43,Successful,0
TXN100463,2026-03-25,02:33,CUST1113,233.31,Net Banking,Online Purchase,Pune,Mobile,Food,25,Successful,0
TXN100464,2026-03-25,11:16,CUST1068,283.68,Wallet,Online Purchase,Bengaluru,Mobile,Travel,22,Blocked,1
TXN100465,2026-03-25,15:36,CUST1054,129.17,Credit Card,Bill Payment,Mumbai,Mobile,Utilities,32,Successful,0
TXN100466,2026-03-25,18:24,CUST1057,219.2,Debit Card,Bill Payment,Hyderabad,Mobile,Travel,33,Successful,0
TXN100467,2026-03-25,04:37,CUST1151,469.74,Debit Card,Bill Payment,Mumbai,Mobile,Entertainment,18,Successful,0
TXN100468,2026-03-26,21:57,CUST1111,124.79,UPI,Money Transfer,Pune,Desktop,Food,33,Successful,0
TXN100469,2026-03-26,13:11,CUST1060,119.11,Credit Card,Money Transfer,Chennai,Desktop,Grocery,54,Successful,0
TXN100470,2026-03-26,04:22,CUST1073,135.36,UPI,Online Purchase,Bengaluru,Mobile,Food,20,Successful,0
TXN100471,2026-03-26,14:52,CUST1055,60.47,UPI,Bill Payment,Pune,Desktop,Utilities,64,Successful,0
TXN100472,2026-03-26,16:41,CUST1117,91.58,UPI,Subscription,Chennai,Mobile,Travel,48,Successful,0
TXN100473,2026-03-27,13:21,CUST1063,87.92,UPI,Bill Payment,Chennai,Mobile,Grocery,30,Successful,0
TXN100474,2026-03-27,19:20,CUST1184,181.18,UPI,Money Transfer,Delhi,Mobile,Food,33,Successful,0
TXN100475,2026-03-27,04:26,CUST1055,418.28,UPI,Online Purchase,Coimbatore,Mobile,Fashion,60,Under Review,1
TXN100476,2026-03-27,11:56,CUST1025,775.66,Wallet,ATM,Delhi,Mobile,Utilities,38,Successful,0
TXN100477,2026-03-27,15:30,CUST1026,191.94,Credit Card,ATM,Bengaluru,Mobile,Utilities,19,Successful,0
TXN100478,2026-03-27,15:05,CUST1177,286.14,Wallet,Money Transfer,Chennai,Desktop,Fashion,44,Successful,1
TXN100479,2026-03-28,20:26,CUST1063,231.23,Credit Card,Subscription,Kochi,Mobile,Food,55,Successful,0
TXN100480,2026-03-28,06:39,CUST1173,22.34,UPI,Online Purchase,Pune,Mobile,Utilities,43,Successful,0
TXN100481,2026-03-28,03:33,CUST1073,57.52,Credit Card,Online Purchase,Hyderabad,Tablet,Grocery,55,Successful,0
TXN100482,2026-03-28,00:11,CUST1079,388.1,Credit Card,ATM,Chennai,Mobile,Food,63,Successful,0
TXN100483,2026-03-28,04:44,CUST1167,427.73,UPI,ATM,Pune,Mobile,Food,42,Failed,0
TXN100484,2026-03-29,22:56,CUST1065,418.05,Debit Card,Online Purchase,Kochi,Mobile,Travel,28,Successful,0
TXN100485,2026-03-29,09:52,CUST1069,151.74,UPI,Online Purchase,Hyderabad,Mobile,Utilities,25,Successful,0
TXN100486,2026-03-29,21:06,CUST1184,24.66,Debit Card,Online Purchase,Delhi,Mobile,Utilities,25,Successful,0
TXN100487,2026-03-29,04:09,CUST1009,64.81,Debit Card,Online Purchase,Delhi,Mobile,Fashion,50,Successful,0
TXN100488,2026-03-29,03:44,CUST1198,75.53,UPI,ATM,Coimbatore,Mobile,Travel,24,Successful,0
TXN100489,2026-03-29,01:16,CUST1156,339.94,UPI,Bill Payment,Pune,Mobile,Entertainment,55,Successful,0
TXN100490,2026-03-30,19:25,CUST1173,126.8,Debit Card,Bill Payment,Chennai,Mobile,Travel,38,Successful,0
TXN100491,2026-03-30,09:20,CUST1026,982.79,,Bill Payment,Mumbai,Mobile,Utilities,25,Successful,0
TXN100492,2026-03-30,18:27,CUST1028,786.54,UPI,Online Purchase,Delhi,Mobile,Food,38,Successful,0
TXN100493,2026-03-30,00:57,CUST1040,966.52,Wallet,Online Purchase,Delhi,Desktop,Travel,37,Blocked,1
TXN100494,2026-03-30,23:45,CUST1143,72.49,UPI,Money Transfer,Coimbatore,Mobile,Fashion,25,Successful,0
TXN100495,2026-03-31,04:01,CUST1134,296.16,Debit Card,Subscription,Hyderabad,Mobile,Travel,63,Successful,0
TXN100496,2026-03-31,12:59,CUST1027,112.45,Wallet,ATM,Coimbatore,Mobile,Fashion,48,Successful,0
TXN100497,2026-03-31,03:53,CUST1038,251.61,UPI,Online Purchase,Kochi,Mobile,Entertainment,46,Successful,0
TXN100498,2026-03-31,15:42,CUST1196,80.99,UPI,Subscription,Chennai,Mobile,Travel,65,Successful,0
TXN100499,2026-03-31,23:00,CUST1085,617.79,UPI,ATM,Pune,Mobile,Fashion,26,Successful,0
TXN100500,2026-03-31,15:50,CUST1064,82.52,UPI,ATM,Bengaluru,Desktop,Travel,32,Under Review,1
TXN100501,2026-04-01,22:52,CUST1030,25.86,UPI,Bill Payment,Bengaluru,Desktop,Entertainment,47,Successful,0
TXN100502,2026-04-01,01:35,CUST1099,1385.45,Debit Card,Bill Payment,Pune,Mobile,Travel,43,Successful,0
TXN100503,2026-04-01,16:50,CUST1131,282.17,UPI,Online Purchase,Hyderabad,Desktop,Grocery,27,Successful,0
TXN100504,2026-04-01,19:25,CUST1190,62.23,Credit Card,Online Purchase,Kochi,Mobile,Fashion,46,Failed,0
TXN100505,2026-04-01,23:28,CUST1012,154.12,Wallet,Online Purchase,Delhi,Mobile,Entertainment,33,Successful,1
TXN100506,2026-04-01,11:20,CUST1091,101.81,Net Banking,Online Purchase,Hyderabad,Mobile,Fashion,53,Successful,0
TXN100507,2026-04-02,17:10,CUST1030,182.32,Debit Card,Bill Payment,Delhi,Mobile,Fashion,37,Successful,0
TXN100508,2026-04-02,02:39,CUST1038,404.55,UPI,ATM,Delhi,Mobile,Electronics,62,Successful,0
TXN100509,2026-04-02,00:10,CUST1085,345.77,Debit Card,Bill Payment,Bengaluru,Mobile,Entertainment,54,Successful,0
TXN100510,2026-04-02,00:35,CUST1060,233.63,Credit Card,Online Purchase,Hyderabad,Mobile,Travel,39,Successful,0
TXN100511,2026-04-02,18:48,CUST1038,182.23,Credit Card,Subscription,Kochi,Desktop,Fashion,24,Successful,0
TXN100512,2026-04-03,10:58,CUST1104,533.08,UPI,Subscription,Coimbatore,Mobile,Utilities,40,Successful,0
TXN100513,2026-04-03,04:38,CUST1143,26.43,Net Banking,ATM,Delhi,Mobile,Electronics,58,Successful,1
TXN100514,2026-04-03,11:39,CUST1146,85.72,Credit Card,Subscription,Mumbai,Mobile,Grocery,57,Successful,0
TXN100515,2026-04-03,02:34,CUST1180,68.12,UPI,Money Transfer,Mumbai,Desktop,Fashion,46,Successful,0
TXN100516,2026-04-03,00:53,CUST1029,495.84,UPI,Subscription,Coimbatore,Mobile,Fashion,33,Successful,0
TXN100517,2026-04-03,00:33,CUST1112,86.57,Credit Card,Online Purchase,Mumbai,Mobile,Electronics,55,Successful,0
TXN100518,2026-04-04,07:54,CUST1188,50.1,Net Banking,Bill Payment,Chennai,Mobile,Travel,45,Successful,0
TXN100519,2026-04-04,09:46,CUST1021,313.98,Debit Card,Online Purchase,Delhi,Mobile,Utilities,65,Successful,0
TXN100520,2026-04-04,10:23,CUST1145,73.06,Debit Card,Online Purchase,Coimbatore,Desktop,Grocery,55,Successful,0
TXN100521,2026-04-04,11:53,CUST1146,127.65,UPI,Online Purchase,Hyderabad,Mobile,Fashion,48,Successful,0
TXN100522,2026-04-04,12:21,CUST1185,1960.87,Credit Card,Money Transfer,Delhi,Mobile,Travel,31,Successful,0
TXN100523,2026-04-05,11:04,CUST1119,398.27,Credit Card,ATM,Coimbatore,Tablet,Entertainment,50,Successful,0
TXN100524,2026-04-05,13:55,CUST1165,146.78,UPI,Money Transfer,Bengaluru,Mobile,Utilities,26,Successful,0
TXN100525,2026-04-05,01:32,CUST1060,160.59,UPI,Online Purchase,Kochi,Mobile,Entertainment,44,Successful,0
TXN100526,2026-04-05,18:57,CUST1166,449.21,Debit Card,ATM,Hyderabad,Mobile,Utilities,41,Successful,0
TXN100527,2026-04-05,17:35,CUST1140,351.73,UPI,Money Transfer,Kochi,Tablet,Grocery,30,Successful,0
TXN100528,2026-04-05,02:46,CUST1113,195.51,Credit Card,Bill Payment,Bengaluru,Mobile,Food,43,Successful,0
TXN100529,2026-04-06,22:19,CUST1129,201.05,UPI,Money Transfer,Delhi,Mobile,Utilities,46,Successful,0
TXN100530,2026-04-06,16:18,CUST1058,41.27,UPI,Online Purchase,Hyderabad,Mobile,Food,60,Successful,0
TXN100531,2026-04-06,07:34,CUST1003,33.45,UPI,Bill Payment,Kochi,Mobile,Entertainment,45,Successful,0
TXN100532,2026-04-06,09:51,CUST1191,151.89,Wallet,Subscription,Mumbai,Mobile,Utilities,45,Successful,0
TXN100533,2026-04-06,01:42,CUST1149,96.23,Net Banking,Online Purchase,Kochi,Mobile,Grocery,25,Successful,0
TXN100534,2026-04-07,18:16,CUST1023,325.73,Wallet,Bill Payment,Coimbatore,Tablet,Electronics,40,Successful,0
TXN100535,2026-04-07,08:58,CUST1137,220.78,Credit Card,Subscription,Delhi,Mobile,Grocery,46,Successful,0
TXN100536,2026-04-07,06:44,CUST1083,83.7,UPI,Money Transfer,Chennai,Mobile,Grocery,22,Successful,0
TXN100537,2026-04-07,03:42,CUST1055,213.41,Credit Card,Online Purchase,Kochi,Mobile,Electronics,59,Successful,0
TXN100538,2026-04-07,20:33,CUST1110,119.32,Credit Card,Online Purchase,Hyderabad,Mobile,Electronics,24,Successful,0
TXN100539,2026-04-07,17:08,CUST1116,1431.68,Net Banking,Online Purchase,Hyderabad,Desktop,Travel,59,Successful,0
TXN100540,2026-04-08,12:25,CUST1147,266.73,UPI,Money Transfer,Pune,Mobile,Utilities,53,Successful,0
TXN100541,2026-04-08,10:01,CUST1062,38.07,Credit Card,Bill Payment,Kochi,Mobile,Entertainment,58,Successful,0
TXN100542,2026-04-08,23:52,CUST1087,1119.36,UPI,Online Purchase,Delhi,Mobile,Travel,44,Successful,0
TXN100543,2026-04-08,03:08,CUST1167,96.24,UPI,Subscription,Delhi,Mobile,Electronics,63,Successful,0
TXN100544,2026-04-08,20:08,CUST1100,68.39,Debit Card,Money Transfer,Bengaluru,Mobile,Food,19,Successful,0
TXN100545,2026-04-09,03:39,CUST1027,1546.4,Credit Card,Online Purchase,Pune,Mobile,Entertainment,42,Under Review,1
TXN100546,2026-04-09,09:16,CUST1174,256.17,UPI,Bill Payment,Kochi,Desktop,Food,26,Under Review,1
TXN100547,2026-04-09,04:00,CUST1034,365.32,UPI,Money Transfer,Mumbai,Tablet,Grocery,44,Successful,1
TXN100548,2026-04-09,08:24,CUST1033,377.31,Credit Card,Online Purchase,Bengaluru,Mobile,Fashion,18,Successful,0
TXN100549,2026-04-09,23:42,CUST1092,147.53,Debit Card,Online Purchase,Pune,Tablet,Grocery,40,Successful,0
TXN100550,2026-04-09,02:39,CUST1096,102.27,Net Banking,ATM,Kochi,Mobile,Grocery,27,Successful,0
TXN100551,2026-04-10,16:41,CUST1178,120.39,Wallet,Bill Payment,Kochi,Mobile,Fashion,59,Successful,0
TXN100552,2026-04-10,02:24,CUST1148,905.84,Debit Card,Money Transfer,Bengaluru,Mobile,Utilities,42,Successful,1
TXN100553,2026-04-10,15:38,CUST1168,222.25,UPI,Bill Payment,Mumbai,Mobile,Electronics,20,Failed,0
TXN100554,2026-04-10,03:34,CUST1095,673.79,Debit Card,Online Purchase,Pune,Mobile,Food,23,Successful,0
TXN100555,2026-04-10,17:02,CUST1186,167.93,Credit Card,Online Purchase,Kochi,Mobile,Grocery,23,Successful,0
TXN100556,2026-04-11,16:49,CUST1159,85.17,UPI,Bill Payment,Kochi,Mobile,Fashion,19,Successful,0
TXN100557,2026-04-11,06:36,CUST1038,42.85,Net Banking,Online Purchase,Pune,Mobile,Travel,35,Successful,0
TXN100558,2026-04-11,23:43,CUST1173,346.54,UPI,Online Purchase,Chennai,Mobile,Grocery,40,Under Review,1
TXN100559,2026-04-11,22:43,CUST1041,986.44,Net Banking,ATM,Bengaluru,Desktop,Food,19,Successful,0
TXN100560,2026-04-11,04:50,CUST1137,74.74,Credit Card,Subscription,Bengaluru,Mobile,Electronics,29,Successful,0
TXN100561,2026-04-11,11:29,CUST1137,302.89,Debit Card,ATM,Hyderabad,Mobile,Grocery,39,Successful,0
TXN100562,2026-04-12,16:37,CUST1191,45.8,Debit Card,ATM,Mumbai,Mobile,Grocery,54,Successful,0
TXN100563,2026-04-12,22:33,CUST1079,103.99,Net Banking,Online Purchase,Coimbatore,Mobile,Utilities,37,Successful,0
TXN100564,2026-04-12,12:11,CUST1128,236.97,Debit Card,Subscription,Chennai,Desktop,Fashion,56,Successful,0
TXN100565,2026-04-12,22:18,CUST1022,32.19,Debit Card,Online Purchase,Pune,Mobile,Travel,41,Successful,0
TXN100566,2026-04-12,02:36,CUST1016,178.03,UPI,Subscription,Pune,Mobile,Travel,65,Successful,0
TXN100567,2026-04-12,08:43,CUST1032,78.52,Credit Card,Subscription,Pune,Desktop,Entertainment,37,Successful,0
TXN100568,2026-04-13,16:58,CUST1194,331.88,UPI,Money Transfer,Chennai,Mobile,Electronics,18,Successful,0
TXN100569,2026-04-13,16:58,CUST1142,153.64,Debit Card,Subscription,Kochi,Mobile,Entertainment,18,Successful,0
TXN100570,2026-04-13,19:48,CUST1038,463.79,Credit Card,Money Transfer,Pune,Mobile,Food,34,Successful,0
TXN100571,2026-04-13,15:16,CUST1098,137.06,Debit Card,Online Purchase,Pune,Desktop,Electronics,18,Successful,0
TXN100572,2026-04-13,21:09,CUST1136,46.41,UPI,Bill Payment,Mumbai,Mobile,Grocery,62,Successful,0
TXN100573,2026-04-14,12:56,CUST1021,40.98,UPI,Money Transfer,Delhi,Mobile,Grocery,47,Successful,0
TXN100574,2026-04-14,18:54,CUST1056,26.87,Debit Card,Online Purchase,Delhi,Mobile,Travel,58,Successful,0
TXN100575,2026-04-14,16:48,CUST1046,341.37,UPI,Money Transfer,Hyderabad,Mobile,Food,64,Successful,0
TXN100576,2026-04-14,03:46,CUST1043,2339.59,UPI,Subscription,Hyderabad,Mobile,Fashion,20,Successful,0
TXN100577,2026-04-14,11:11,CUST1120,280.13,UPI,Online Purchase,Pune,Mobile,Food,63,Successful,0
TXN100578,2026-04-14,08:15,CUST1046,964.92,Wallet,ATM,Mumbai,Mobile,Grocery,28,Successful,0
TXN100579,2026-04-15,18:23,CUST1048,563.17,Debit Card,Subscription,Pune,Tablet,Fashion,41,Successful,0
TXN100580,2026-04-15,11:18,CUST1198,107.95,UPI,Subscription,Hyderabad,Desktop,Food,39,Successful,0
TXN100581,2026-04-15,08:07,CUST1084,642.47,UPI,Subscription,Chennai,Mobile,Food,61,Successful,0
TXN100582,2026-04-15,06:30,CUST1031,112.33,UPI,Money Transfer,Chennai,Desktop,Fashion,62,Successful,0
TXN100583,2026-04-15,13:20,CUST1161,114.58,Debit Card,Subscription,Kochi,Mobile,Grocery,43,Successful,0
TXN100584,2026-04-16,19:16,CUST1172,147.14,Debit Card,ATM,Coimbatore,Mobile,Food,30,Successful,0
TXN100585,2026-04-16,18:22,CUST1071,154.29,UPI,Online Purchase,Delhi,Mobile,Fashion,18,Successful,0
TXN100586,2026-04-16,14:36,CUST1008,351.2,UPI,Bill Payment,Mumbai,Desktop,Utilities,41,Successful,0
TXN100587,2026-04-16,15:53,CUST1130,92.68,UPI,Money Transfer,Bengaluru,Desktop,Utilities,27,Successful,0
TXN100588,2026-04-16,20:15,CUST1145,441.03,Debit Card,Online Purchase,Delhi,Mobile,Grocery,52,Successful,0
TXN100589,2026-04-16,04:05,CUST1052,434.74,Debit Card,Money Transfer,Bengaluru,Tablet,Fashion,41,Successful,1
TXN100590,2026-04-17,02:07,CUST1045,255.43,UPI,Money Transfer,Coimbatore,Mobile,Utilities,45,Under Review,1
TXN100591,2026-04-17,11:24,CUST1037,1260.94,UPI,Online Purchase,Coimbatore,Desktop,Fashion,53,Successful,0
TXN100592,2026-04-17,19:17,CUST1170,656.81,UPI,Money Transfer,Pune,Tablet,Food,33,Successful,0
TXN100593,2026-04-17,20:24,CUST1044,528.33,Wallet,ATM,Hyderabad,Mobile,Grocery,57,Successful,0
TXN100594,2026-04-17,03:11,CUST1117,193.67,UPI,Bill Payment,Coimbatore,Desktop,Utilities,33,Blocked,1
TXN100595,2026-04-18,20:14,CUST1038,257.69,Debit Card,Online Purchase,Coimbatore,Mobile,Entertainment,34,Successful,0
TXN100596,2026-04-18,22:58,CUST1099,306.07,Debit Card,Online Purchase,Bengaluru,Mobile,Food,32,Successful,0
TXN100597,2026-04-18,15:25,CUST1124,183.69,UPI,Bill Payment,Hyderabad,Mobile,Entertainment,33,Successful,0
TXN100598,2026-04-18,06:40,CUST1006,124.52,UPI,Subscription,Coimbatore,Mobile,Entertainment,32,Successful,0
TXN100599,2026-04-18,12:44,CUST1068,20.0,UPI,Online Purchase,Delhi,Tablet,Electronics,51,Successful,0
TXN100600,2026-04-18,20:25,CUST1179,371.58,Debit Card,Money Transfer,Kochi,Mobile,Electronics,28,Failed,0
TXN100601,2026-04-19,09:46,CUST1101,513.6,Debit Card,Online Purchase,Coimbatore,Mobile,Grocery,18,Successful,0
TXN100602,2026-04-19,06:31,CUST1163,56.76,Debit Card,Online Purchase,Kochi,Desktop,Utilities,32,Successful,0
TXN100603,2026-04-19,13:09,CUST1186,332.01,Credit Card,ATM,Hyderabad,Tablet,Utilities,43,Successful,0
TXN100604,2026-04-19,04:15,CUST1185,100.33,UPI,Money Transfer,Pune,Mobile,Utilities,21,Blocked,1
TXN100605,2026-04-19,02:06,CUST1134,125.65,Wallet,Online Purchase,Mumbai,Tablet,Fashion,60,Blocked,1
TXN100606,2026-04-20,22:16,CUST1013,672.34,Debit Card,Bill Payment,Hyderabad,Mobile,Food,22,Successful,0
TXN100607,2026-04-20,10:22,CUST1187,67.31,UPI,Online Purchase,Bengaluru,Desktop,Utilities,52,Successful,0
TXN100608,2026-04-20,10:25,CUST1030,67.21,Wallet,Bill Payment,Mumbai,Mobile,Food,30,Successful,0
TXN100609,2026-04-20,17:20,CUST1100,1101.95,Debit Card,Money Transfer,Delhi,Mobile,Grocery,27,Successful,0
TXN100610,2026-04-20,14:21,CUST1002,156.72,Debit Card,Online Purchase,Chennai,Mobile,Entertainment,28,Successful,0
TXN100611,2026-04-20,11:57,CUST1058,630.52,Debit Card,Online Purchase,Kochi,Mobile,Utilities,35,Successful,0
TXN100612,2026-04-21,08:06,CUST1036,36.65,Net Banking,Bill Payment,,Mobile,Grocery,51,Successful,0
TXN100613,2026-04-21,09:13,CUST1072,39.7,Debit Card,Subscription,Kochi,Mobile,Utilities,56,Successful,0
TXN100614,2026-04-21,11:14,CUST1173,72.75,UPI,Subscription,Hyderabad,Mobile,Electronics,58,Successful,0
TXN100615,2026-04-21,16:52,CUST1137,112.0,UPI,Online Purchase,Kochi,Desktop,Travel,59,Successful,0
TXN100616,2026-04-21,05:06,CUST1126,44.55,Wallet,ATM,Pune,Mobile,Grocery,40,Successful,0
TXN100617,2026-04-21,06:08,CUST1193,262.25,UPI,Bill Payment,Kochi,Mobile,Utilities,24,Successful,0
TXN100618,2026-04-22,13:50,CUST1077,279.95,UPI,Bill Payment,Bengaluru,Mobile,Travel,56,Successful,0
TXN100619,2026-04-22,12:47,CUST1050,73.84,Credit Card,ATM,Delhi,Mobile,Grocery,20,Successful,0
TXN100620,2026-04-22,07:07,CUST1032,79.95,Credit Card,Subscription,Kochi,Desktop,Fashion,29,Successful,0
TXN100621,2026-04-22,09:49,CUST1098,91.21,Debit Card,Subscription,Kochi,Desktop,Utilities,24,Successful,0
TXN100622,2026-04-22,08:58,CUST1043,56.55,Wallet,Money Transfer,Mumbai,Mobile,Fashion,43,Failed,0
TXN100623,2026-04-23,17:22,CUST1125,20.0,UPI,Bill Payment,Delhi,Mobile,Electronics,50,Failed,0
TXN100624,2026-04-23,01:28,CUST1095,166.49,UPI,ATM,Kochi,Desktop,Utilities,54,Blocked,1
TXN100625,2026-04-23,04:17,CUST1078,117.87,UPI,Online Purchase,Hyderabad,Mobile,Entertainment,65,Successful,0
TXN100626,2026-04-23,04:30,CUST1054,130.56,Net Banking,Money Transfer,Coimbatore,Desktop,Electronics,32,Successful,0
TXN100627,2026-04-23,05:29,CUST1047,65.9,Debit Card,Bill Payment,Pune,Mobile,Travel,19,Successful,0
TXN100628,2026-04-23,18:51,CUST1014,407.69,UPI,Money Transfer,Hyderabad,Desktop,Grocery,58,Successful,0
TXN100629,2026-04-24,07:38,CUST1176,2049.58,Net Banking,Online Purchase,Chennai,Mobile,Food,24,Successful,0
TXN100630,2026-04-24,15:34,CUST1055,78.72,Net Banking,Online Purchase,Hyderabad,Mobile,Electronics,49,Successful,0
TXN100631,2026-04-24,12:17,CUST1157,734.87,Net Banking,Subscription,Mumbai,Tablet,Food,21,Successful,0
TXN100632,2026-04-24,00:58,CUST1175,261.56,Net Banking,Online Purchase,Mumbai,Mobile,Food,37,Successful,0
TXN100633,2026-04-24,21:41,CUST1063,187.81,UPI,Bill Payment,Kochi,Mobile,Grocery,53,Successful,0
TXN100634,2026-04-25,19:38,CUST1019,128.49,Debit Card,Online Purchase,Hyderabad,Mobile,Travel,49,Successful,0
TXN100635,2026-04-25,16:16,CUST1091,166.8,Credit Card,Online Purchase,Mumbai,Mobile,Grocery,45,Successful,0
TXN100636,2026-04-25,06:13,CUST1137,572.26,Net Banking,Online Purchase,Coimbatore,Mobile,Utilities,30,Successful,0
TXN100637,2026-04-25,12:30,CUST1101,58.09,Debit Card,Online Purchase,Delhi,Mobile,Electronics,18,Successful,0
TXN100638,2026-04-25,03:23,CUST1037,137.69,Debit Card,ATM,Hyderabad,Mobile,Food,52,Failed,0
TXN100639,2026-04-25,03:34,CUST1107,632.07,Debit Card,Online Purchase,Pune,Mobile,Grocery,65,Successful,0
TXN100640,2026-04-26,05:43,CUST1092,484.79,UPI,Subscription,Coimbatore,Desktop,Grocery,47,Successful,0
TXN100641,2026-04-26,18:59,CUST1052,58.99,Credit Card,Money Transfer,Kochi,Mobile,Grocery,53,Successful,0
TXN100642,2026-04-26,11:44,CUST1185,151.02,Wallet,Bill Payment,Delhi,Mobile,Electronics,42,Successful,0
TXN100643,2026-04-26,21:33,CUST1028,375.41,Wallet,Money Transfer,Pune,Mobile,Travel,33,Successful,0
TXN100644,2026-04-26,06:02,CUST1036,351.93,UPI,Bill Payment,Kochi,Mobile,Entertainment,36,Successful,0
TXN100645,2026-04-27,09:36,CUST1116,480.65,UPI,ATM,Pune,Mobile,Grocery,18,Successful,0
TXN100646,2026-04-27,18:42,CUST1064,266.21,UPI,Online Purchase,Kochi,Mobile,Electronics,22,Successful,0
TXN100647,2026-04-27,06:39,CUST1018,314.8,Debit Card,Bill Payment,Pune,Mobile,Food,39,Successful,0
TXN100648,2026-04-27,02:25,CUST1089,255.39,Net Banking,Subscription,Delhi,Mobile,Utilities,41,Successful,0
TXN100649,2026-04-27,12:54,CUST1163,879.83,UPI,Subscription,Coimbatore,Mobile,Entertainment,60,Successful,0
TXN100650,2026-04-27,12:22,CUST1196,118.89,Credit Card,Subscription,Pune,Mobile,Fashion,62,Successful,0
TXN100651,2026-04-28,17:43,CUST1078,190.22,Net Banking,Bill Payment,Pune,Mobile,Entertainment,54,Successful,0
TXN100652,2026-04-28,19:38,CUST1167,65.7,Debit Card,ATM,Bengaluru,Mobile,Entertainment,53,Successful,0
TXN100653,2026-04-28,07:14,CUST1090,53.95,Credit Card,Bill Payment,Hyderabad,Mobile,Electronics,53,Successful,0
TXN100654,2026-04-28,08:55,CUST1008,250.88,Debit Card,Bill Payment,Delhi,Mobile,Fashion,21,Successful,0
TXN100655,2026-04-28,06:48,CUST1015,87.87,Credit Card,Online Purchase,Kochi,Desktop,Grocery,53,Successful,0
TXN100656,2026-04-29,00:03,CUST1007,171.11,UPI,Money Transfer,Delhi,Mobile,Grocery,35,Under Review,1
TXN100657,2026-04-29,02:28,CUST1017,913.93,Credit Card,Online Purchase,Mumbai,Mobile,Entertainment,33,Successful,0
TXN100658,2026-04-29,12:21,CUST1086,862.59,Debit Card,Online Purchase,Kochi,Mobile,Electronics,58,Successful,0
TXN100659,2026-04-29,16:24,CUST1118,1675.8,Net Banking,ATM,Delhi,Mobile,Fashion,35,Successful,0
TXN100660,2026-04-29,23:12,CUST1064,932.3,Debit Card,Online Purchase,Coimbatore,Mobile,Grocery,39,Successful,1
TXN100661,2026-04-29,00:17,CUST1012,2004.24,Debit Card,Online Purchase,Kochi,Mobile,Food,19,Successful,0
TXN100662,2026-04-30,05:32,CUST1056,280.49,UPI,Online Purchase,Kochi,Desktop,Travel,38,Failed,0
TXN100663,2026-04-30,20:15,CUST1174,73.48,Credit Card,Subscription,Delhi,Mobile,Travel,53,Successful,0
TXN100664,2026-04-30,05:44,CUST1175,66.66,UPI,Bill Payment,Kochi,Tablet,Grocery,61,Successful,0
TXN100665,2026-04-30,11:41,CUST1101,732.4,UPI,Bill Payment,Bengaluru,Mobile,Fashion,56,Successful,0
TXN100666,2026-04-30,12:43,CUST1016,190.88,Debit Card,ATM,Hyderabad,Mobile,Utilities,64,Successful,0
TXN100667,2026-05-01,12:01,CUST1197,205.64,Wallet,ATM,Kochi,Mobile,Grocery,56,Successful,0
TXN100668,2026-05-01,14:54,CUST1002,104.68,UPI,Online Purchase,Hyderabad,Mobile,Utilities,46,Successful,0
TXN100669,2026-05-01,20:34,CUST1128,118.02,Credit Card,Money Transfer,Delhi,Mobile,Utilities,43,Successful,0
